contrast,mask,gap_dur,orientation,spatial_freq,duration,corrAns
0.1,gauss,1.0,115,0.019999999999999997,0.1,left
0.1,gauss,1.0,115,0.019999999999999997,0.55,left
0.1,gauss,1.0,115,0.019999999999999997,1.0,left
0.1,gauss,1.0,115,0.03,0.1,left
0.1,gauss,1.0,115,0.03,0.55,left
0.1,gauss,1.0,115,0.03,1.0,left
0.1,gauss,1.0,116,0.01,0.1,left
0.1,gauss,1.0,116,0.01,0.55,left
0.1,gauss,1.0,116,0.01,1.0,left
0.1,gauss,1.0,116,0.019999999999999997,0.1,left
0.1,gauss,1.0,116,0.019999999999999997,0.55,left
0.1,gauss,1.0,116,0.019999999999999997,1.0,left
0.1,gauss,1.0,116,0.03,0.1,left
0.1,gauss,1.0,116,0.03,0.55,left
0.1,gauss,1.0,116,0.03,1.0,left
0.1,gauss,1.0,117,0.01,0.1,left
0.1,gauss,1.0,117,0.01,0.55,left
0.1,gauss,1.0,117,0.01,1.0,left
0.1,gauss,1.0,117,0.019999999999999997,0.1,left
0.1,gauss,1.0,117,0.019999999999999997,0.55,left
0.1,gauss,1.0,117,0.019999999999999997,1.0,left
0.1,gauss,1.0,117,0.03,0.1,left
0.1,gauss,1.0,117,0.03,0.55,left
0.1,gauss,1.0,117,0.03,1.0,left
0.1,gauss,1.0,118,0.01,0.1,left
0.1,gauss,1.0,118,0.01,0.55,left
0.1,gauss,1.0,118,0.01,1.0,left
0.1,gauss,1.0,118,0.019999999999999997,0.1,left
0.1,gauss,1.0,118,0.019999999999999997,0.55,left
0.1,gauss,1.0,118,0.019999999999999997,1.0,left
0.1,gauss,1.0,118,0.03,0.1,left
0.1,gauss,1.0,118,0.03,0.55,left
0.1,gauss,1.0,118,0.03,1.0,left
0.1,gauss,1.0,119,0.01,0.1,left
0.1,gauss,1.0,119,0.01,0.55,left
0.1,gauss,1.0,119,0.01,1.0,left
0.1,gauss,1.0,119,0.019999999999999997,0.1,left
0.1,gauss,1.0,119,0.019999999999999997,0.55,left
0.1,gauss,1.0,119,0.019999999999999997,1.0,left
0.1,gauss,1.0,119,0.03,0.1,left
0.1,gauss,1.0,119,0.03,0.55,left
0.1,gauss,1.0,119,0.03,1.0,left
0.1,gauss,1.0,120,0.01,0.1,left
0.1,gauss,1.0,120,0.01,0.55,left
0.1,gauss,1.0,120,0.01,1.0,left
0.1,gauss,1.0,120,0.019999999999999997,0.1,left
0.1,gauss,1.0,120,0.019999999999999997,0.55,left
0.1,gauss,1.0,120,0.019999999999999997,1.0,left
0.1,gauss,1.0,120,0.03,0.1,left
0.1,gauss,1.0,120,0.03,0.55,left
0.1,gauss,1.0,120,0.03,1.0,left
0.1,gauss,1.0,121,0.01,0.1,left
0.1,gauss,1.0,121,0.01,0.55,left
0.1,gauss,1.0,121,0.01,1.0,left
0.1,gauss,1.0,121,0.019999999999999997,0.1,left
0.1,gauss,1.0,121,0.019999999999999997,0.55,left
0.1,gauss,1.0,121,0.019999999999999997,1.0,left
0.1,gauss,1.0,121,0.03,0.1,left
0.1,gauss,1.0,121,0.03,0.55,left
0.1,gauss,1.0,121,0.03,1.0,left
0.1,gauss,1.0,122,0.01,0.1,left
0.1,gauss,1.0,122,0.01,0.55,left
0.1,gauss,1.0,122,0.01,1.0,left
0.1,gauss,1.0,122,0.019999999999999997,0.1,left
0.1,gauss,1.0,122,0.019999999999999997,0.55,left
0.1,gauss,1.0,122,0.019999999999999997,1.0,left
0.1,gauss,1.0,122,0.03,0.1,left
0.1,gauss,1.0,122,0.03,0.55,left
0.1,gauss,1.0,122,0.03,1.0,left
0.1,gauss,1.0,123,0.01,0.1,left
0.1,gauss,1.0,123,0.01,0.55,left
0.1,gauss,1.0,123,0.01,1.0,left
0.1,gauss,1.0,123,0.019999999999999997,0.1,left
0.1,gauss,1.0,123,0.019999999999999997,0.55,left
0.1,gauss,1.0,123,0.019999999999999997,1.0,left
0.1,gauss,1.0,123,0.03,0.1,left
0.1,gauss,1.0,123,0.03,0.55,left
0.1,gauss,1.0,123,0.03,1.0,left
0.1,gauss,1.0,124,0.01,0.1,left
0.1,gauss,1.0,124,0.01,0.55,left
0.1,gauss,1.0,124,0.01,1.0,left
0.1,gauss,1.0,124,0.019999999999999997,0.1,left
0.1,gauss,1.0,124,0.019999999999999997,0.55,left
0.1,gauss,1.0,124,0.019999999999999997,1.0,left
0.1,gauss,1.0,124,0.03,0.1,left
0.1,gauss,1.0,124,0.03,0.55,left
0.1,gauss,1.0,124,0.03,1.0,left
0.1,gauss,1.0,125,0.01,0.1,left
0.1,gauss,1.0,125,0.01,0.55,left
0.1,gauss,1.0,125,0.01,1.0,left
0.1,gauss,1.0,125,0.019999999999999997,0.1,left
0.1,gauss,1.0,125,0.019999999999999997,0.55,left
0.1,gauss,1.0,125,0.019999999999999997,1.0,left
0.1,gauss,1.0,125,0.03,0.1,left
0.1,gauss,1.0,125,0.03,0.55,left
0.1,gauss,1.0,125,0.03,1.0,left
0.1,gauss,1.0,126,0.01,0.1,left
0.1,gauss,1.0,126,0.01,0.55,left
0.1,gauss,1.0,126,0.01,1.0,left
0.1,gauss,1.0,126,0.019999999999999997,0.1,left
0.1,gauss,1.0,126,0.019999999999999997,0.55,left
0.1,gauss,1.0,126,0.019999999999999997,1.0,left
0.1,gauss,1.0,126,0.03,0.1,left
0.1,gauss,1.0,126,0.03,0.55,left
0.1,gauss,1.0,126,0.03,1.0,left
0.1,gauss,1.0,127,0.01,0.1,left
0.1,gauss,1.0,127,0.01,0.55,left
0.1,gauss,1.0,127,0.01,1.0,left
0.1,gauss,1.0,127,0.019999999999999997,0.1,left
0.1,gauss,1.0,127,0.019999999999999997,0.55,left
0.1,gauss,1.0,127,0.019999999999999997,1.0,left
0.1,gauss,1.0,127,0.03,0.1,left
0.1,gauss,1.0,127,0.03,0.55,left
0.1,gauss,1.0,127,0.03,1.0,left
0.1,gauss,1.0,128,0.01,0.1,left
0.1,gauss,1.0,128,0.01,0.55,left
0.1,gauss,1.0,128,0.01,1.0,left
0.1,gauss,1.0,128,0.019999999999999997,0.1,left
0.1,gauss,1.0,128,0.019999999999999997,0.55,left
0.1,gauss,1.0,128,0.019999999999999997,1.0,left
0.1,gauss,1.0,128,0.03,0.1,left
0.1,gauss,1.0,128,0.03,0.55,left
0.1,gauss,1.0,128,0.03,1.0,left
0.1,gauss,1.0,129,0.01,0.1,left
0.1,gauss,1.0,129,0.01,0.55,left
0.1,gauss,1.0,129,0.01,1.0,left
0.1,gauss,1.0,129,0.019999999999999997,0.1,left
0.1,gauss,1.0,129,0.019999999999999997,0.55,left
0.1,gauss,1.0,129,0.019999999999999997,1.0,left
0.1,gauss,1.0,129,0.03,0.1,left
0.1,gauss,1.0,129,0.03,0.55,left
0.1,gauss,1.0,129,0.03,1.0,left
0.1,gauss,1.0,130,0.01,0.1,left
0.1,gauss,1.0,130,0.01,0.55,left
0.1,gauss,1.0,130,0.01,1.0,left
0.1,gauss,1.0,130,0.019999999999999997,0.1,left
0.1,gauss,1.0,130,0.019999999999999997,0.55,left
0.1,gauss,1.0,130,0.019999999999999997,1.0,left
0.1,gauss,1.0,130,0.03,0.1,left
0.1,gauss,1.0,130,0.03,0.55,left
0.1,gauss,1.0,130,0.03,1.0,left
0.1,gauss,1.0,131,0.01,0.1,left
0.1,gauss,1.0,131,0.01,0.55,left
0.1,gauss,1.0,131,0.01,1.0,left
0.1,gauss,1.0,131,0.019999999999999997,0.1,left
0.1,gauss,1.0,131,0.019999999999999997,0.55,left
0.1,gauss,1.0,131,0.019999999999999997,1.0,left
0.1,gauss,1.0,131,0.03,0.1,left
0.1,gauss,1.0,131,0.03,0.55,left
0.1,gauss,1.0,131,0.03,1.0,left
0.1,gauss,1.0,132,0.01,0.1,left
0.1,gauss,1.0,132,0.01,0.55,left
0.1,gauss,1.0,132,0.01,1.0,left
0.1,gauss,1.0,132,0.019999999999999997,0.1,left
0.1,gauss,1.0,132,0.019999999999999997,0.55,left
0.1,gauss,1.0,132,0.019999999999999997,1.0,left
0.1,gauss,1.0,132,0.03,0.1,left
0.1,gauss,1.0,132,0.03,0.55,left
0.1,gauss,1.0,132,0.03,1.0,left
0.1,gauss,1.0,133,0.01,0.1,left
0.1,gauss,1.0,133,0.01,0.55,left
0.1,gauss,1.0,133,0.01,1.0,left
0.1,gauss,1.0,133,0.019999999999999997,0.1,left
0.1,gauss,1.0,133,0.019999999999999997,0.55,left
0.1,gauss,1.0,133,0.019999999999999997,1.0,left
0.1,gauss,1.0,133,0.03,0.1,left
0.1,gauss,1.0,133,0.03,0.55,left
0.1,gauss,1.0,133,0.03,1.0,left
0.1,gauss,1.0,134,0.01,0.1,left
0.1,gauss,1.0,134,0.01,0.55,left
0.1,gauss,1.0,134,0.01,1.0,left
0.1,gauss,1.0,134,0.019999999999999997,0.1,left
0.1,gauss,1.0,134,0.019999999999999997,0.55,left
0.1,gauss,1.0,134,0.019999999999999997,1.0,left
0.1,gauss,1.0,134,0.03,0.1,left
0.1,gauss,1.0,134,0.03,0.55,left
0.1,gauss,1.0,134,0.03,1.0,left
0.15000000000000002,gauss,0.5,45,0.01,0.1,right
0.15000000000000002,gauss,0.5,45,0.01,0.55,right
0.15000000000000002,gauss,0.5,45,0.01,1.0,right
0.15000000000000002,gauss,0.5,45,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,45,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,45,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,45,0.03,0.1,right
0.15000000000000002,gauss,0.5,45,0.03,0.55,right
0.15000000000000002,gauss,0.5,45,0.03,1.0,right
0.15000000000000002,gauss,0.5,46,0.01,0.1,right
0.15000000000000002,gauss,0.5,46,0.01,0.55,right
0.15000000000000002,gauss,0.5,46,0.01,1.0,right
0.15000000000000002,gauss,0.5,46,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,46,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,46,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,46,0.03,0.1,right
0.15000000000000002,gauss,0.5,46,0.03,0.55,right
0.15000000000000002,gauss,0.5,46,0.03,1.0,right
0.15000000000000002,gauss,0.5,47,0.01,0.1,right
0.15000000000000002,gauss,0.5,47,0.01,0.55,right
0.15000000000000002,gauss,0.5,47,0.01,1.0,right
0.15000000000000002,gauss,0.5,47,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,47,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,47,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,47,0.03,0.1,right
0.15000000000000002,gauss,0.5,47,0.03,0.55,right
0.15000000000000002,gauss,0.5,47,0.03,1.0,right
0.15000000000000002,gauss,0.5,48,0.01,0.1,right
0.15000000000000002,gauss,0.5,48,0.01,0.55,right
0.15000000000000002,gauss,0.5,48,0.01,1.0,right
0.15000000000000002,gauss,0.5,48,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,48,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,48,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,48,0.03,0.1,right
0.15000000000000002,gauss,0.5,48,0.03,0.55,right
0.15000000000000002,gauss,0.5,48,0.03,1.0,right
0.15000000000000002,gauss,0.5,49,0.01,0.1,right
0.15000000000000002,gauss,0.5,49,0.01,0.55,right
0.15000000000000002,gauss,0.5,49,0.01,1.0,right
0.15000000000000002,gauss,0.5,49,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,49,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,49,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,49,0.03,0.1,right
0.15000000000000002,gauss,0.5,49,0.03,0.55,right
0.15000000000000002,gauss,0.5,49,0.03,1.0,right
0.15000000000000002,gauss,0.5,50,0.01,0.1,right
0.15000000000000002,gauss,0.5,50,0.01,0.55,right
0.15000000000000002,gauss,0.5,50,0.01,1.0,right
0.15000000000000002,gauss,0.5,50,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,50,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,50,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,50,0.03,0.1,right
0.15000000000000002,gauss,0.5,50,0.03,0.55,right
0.15000000000000002,gauss,0.5,50,0.03,1.0,right
0.15000000000000002,gauss,0.5,51,0.01,0.1,right
0.15000000000000002,gauss,0.5,51,0.01,0.55,right
0.15000000000000002,gauss,0.5,51,0.01,1.0,right
0.15000000000000002,gauss,0.5,51,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,51,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,51,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,51,0.03,0.1,right
0.15000000000000002,gauss,0.5,51,0.03,0.55,right
0.15000000000000002,gauss,0.5,51,0.03,1.0,right
0.15000000000000002,gauss,0.5,52,0.01,0.1,right
0.15000000000000002,gauss,0.5,52,0.01,0.55,right
0.15000000000000002,gauss,0.5,52,0.01,1.0,right
0.15000000000000002,gauss,0.5,52,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,52,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,52,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,52,0.03,0.1,right
0.15000000000000002,gauss,0.5,52,0.03,0.55,right
0.15000000000000002,gauss,0.5,52,0.03,1.0,right
0.15000000000000002,gauss,0.5,53,0.01,0.1,right
0.15000000000000002,gauss,0.5,53,0.01,0.55,right
0.15000000000000002,gauss,0.5,53,0.01,1.0,right
0.15000000000000002,gauss,0.5,53,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,53,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,53,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,53,0.03,0.1,right
0.15000000000000002,gauss,0.5,53,0.03,0.55,right
0.15000000000000002,gauss,0.5,53,0.03,1.0,right
0.15000000000000002,gauss,0.5,54,0.01,0.1,right
0.15000000000000002,gauss,0.5,54,0.01,0.55,right
0.15000000000000002,gauss,0.5,54,0.01,1.0,right
0.15000000000000002,gauss,0.5,54,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,54,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,54,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,54,0.03,0.1,right
0.15000000000000002,gauss,0.5,54,0.03,0.55,right
0.15000000000000002,gauss,0.5,54,0.03,1.0,right
0.15000000000000002,gauss,0.5,55,0.01,0.1,right
0.15000000000000002,gauss,0.5,55,0.01,0.55,right
0.15000000000000002,gauss,0.5,55,0.01,1.0,right
0.15000000000000002,gauss,0.5,55,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,55,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,55,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,55,0.03,0.1,right
0.15000000000000002,gauss,0.5,55,0.03,0.55,right
0.15000000000000002,gauss,0.5,55,0.03,1.0,right
0.15000000000000002,gauss,0.5,56,0.01,0.1,right
0.15000000000000002,gauss,0.5,56,0.01,0.55,right
0.15000000000000002,gauss,0.5,56,0.01,1.0,right
0.15000000000000002,gauss,0.5,56,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,56,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,56,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,56,0.03,0.1,right
0.15000000000000002,gauss,0.5,56,0.03,0.55,right
0.15000000000000002,gauss,0.5,56,0.03,1.0,right
0.15000000000000002,gauss,0.5,57,0.01,0.1,right
0.15000000000000002,gauss,0.5,57,0.01,0.55,right
0.15000000000000002,gauss,0.5,57,0.01,1.0,right
0.15000000000000002,gauss,0.5,57,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,57,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,57,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,57,0.03,0.1,right
0.15000000000000002,gauss,0.5,57,0.03,0.55,right
0.15000000000000002,gauss,0.5,57,0.03,1.0,right
0.15000000000000002,gauss,0.5,58,0.01,0.1,right
0.15000000000000002,gauss,0.5,58,0.01,0.55,right
0.15000000000000002,gauss,0.5,58,0.01,1.0,right
0.15000000000000002,gauss,0.5,58,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,58,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,58,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,58,0.03,0.1,right
0.15000000000000002,gauss,0.5,58,0.03,0.55,right
0.15000000000000002,gauss,0.5,58,0.03,1.0,right
0.15000000000000002,gauss,0.5,59,0.01,0.1,right
0.15000000000000002,gauss,0.5,59,0.01,0.55,right
0.15000000000000002,gauss,0.5,59,0.01,1.0,right
0.15000000000000002,gauss,0.5,59,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,59,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,59,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,59,0.03,0.1,right
0.15000000000000002,gauss,0.5,59,0.03,0.55,right
0.15000000000000002,gauss,0.5,59,0.03,1.0,right
0.15000000000000002,gauss,0.5,60,0.01,0.1,right
0.15000000000000002,gauss,0.5,60,0.01,0.55,right
0.15000000000000002,gauss,0.5,60,0.01,1.0,right
0.15000000000000002,gauss,0.5,60,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,60,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,60,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,60,0.03,0.1,right
0.15000000000000002,gauss,0.5,60,0.03,0.55,right
0.15000000000000002,gauss,0.5,60,0.03,1.0,right
0.15000000000000002,gauss,0.5,61,0.01,0.1,right
0.15000000000000002,gauss,0.5,61,0.01,0.55,right
0.15000000000000002,gauss,0.5,61,0.01,1.0,right
0.15000000000000002,gauss,0.5,61,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,61,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,61,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,61,0.03,0.1,right
0.15000000000000002,gauss,0.5,61,0.03,0.55,right
0.15000000000000002,gauss,0.5,61,0.03,1.0,right
0.15000000000000002,gauss,0.5,62,0.01,0.1,right
0.15000000000000002,gauss,0.5,62,0.01,0.55,right
0.15000000000000002,gauss,0.5,62,0.01,1.0,right
0.15000000000000002,gauss,0.5,62,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,62,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,62,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,62,0.03,0.1,right
0.15000000000000002,gauss,0.5,62,0.03,0.55,right
0.15000000000000002,gauss,0.5,62,0.03,1.0,right
0.15000000000000002,gauss,0.5,63,0.01,0.1,right
0.15000000000000002,gauss,0.5,63,0.01,0.55,right
0.15000000000000002,gauss,0.5,63,0.01,1.0,right
0.15000000000000002,gauss,0.5,63,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,63,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,63,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,63,0.03,0.1,right
0.15000000000000002,gauss,0.5,63,0.03,0.55,right
0.15000000000000002,gauss,0.5,63,0.03,1.0,right
0.15000000000000002,gauss,0.5,64,0.01,0.1,right
0.15000000000000002,gauss,0.5,64,0.01,0.55,right
0.15000000000000002,gauss,0.5,64,0.01,1.0,right
0.15000000000000002,gauss,0.5,64,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,64,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,64,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,64,0.03,0.1,right
0.15000000000000002,gauss,0.5,64,0.03,0.55,right
0.15000000000000002,gauss,0.5,64,0.03,1.0,right
0.15000000000000002,gauss,0.5,65,0.01,0.1,right
0.15000000000000002,gauss,0.5,65,0.01,0.55,right
0.15000000000000002,gauss,0.5,65,0.01,1.0,right
0.15000000000000002,gauss,0.5,65,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,65,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,65,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,65,0.03,0.1,right
0.15000000000000002,gauss,0.5,65,0.03,0.55,right
0.15000000000000002,gauss,0.5,65,0.03,1.0,right
0.15000000000000002,gauss,0.5,66,0.01,0.1,right
0.15000000000000002,gauss,0.5,66,0.01,0.55,right
0.15000000000000002,gauss,0.5,66,0.01,1.0,right
0.15000000000000002,gauss,0.5,66,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,66,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,66,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,66,0.03,0.1,right
0.15000000000000002,gauss,0.5,66,0.03,0.55,right
0.15000000000000002,gauss,0.5,66,0.03,1.0,right
0.15000000000000002,gauss,0.5,67,0.01,0.1,right
0.15000000000000002,gauss,0.5,67,0.01,0.55,right
0.15000000000000002,gauss,0.5,67,0.01,1.0,right
0.15000000000000002,gauss,0.5,67,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,67,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,67,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,67,0.03,0.1,right
0.15000000000000002,gauss,0.5,67,0.03,0.55,right
0.15000000000000002,gauss,0.5,67,0.03,1.0,right
0.15000000000000002,gauss,0.5,68,0.01,0.1,right
0.15000000000000002,gauss,0.5,68,0.01,0.55,right
0.15000000000000002,gauss,0.5,68,0.01,1.0,right
0.15000000000000002,gauss,0.5,68,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,68,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,68,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,68,0.03,0.1,right
0.15000000000000002,gauss,0.5,68,0.03,0.55,right
0.15000000000000002,gauss,0.5,68,0.03,1.0,right
0.15000000000000002,gauss,0.5,69,0.01,0.1,right
0.15000000000000002,gauss,0.5,69,0.01,0.55,right
0.15000000000000002,gauss,0.5,69,0.01,1.0,right
0.15000000000000002,gauss,0.5,69,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,69,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,69,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,69,0.03,0.1,right
0.15000000000000002,gauss,0.5,69,0.03,0.55,right
0.15000000000000002,gauss,0.5,69,0.03,1.0,right
0.15000000000000002,gauss,0.5,70,0.01,0.1,right
0.15000000000000002,gauss,0.5,70,0.01,0.55,right
0.15000000000000002,gauss,0.5,70,0.01,1.0,right
0.15000000000000002,gauss,0.5,70,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,70,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,70,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,70,0.03,0.1,right
0.15000000000000002,gauss,0.5,70,0.03,0.55,right
0.15000000000000002,gauss,0.5,70,0.03,1.0,right
0.15000000000000002,gauss,0.5,71,0.01,0.1,right
0.15000000000000002,gauss,0.5,71,0.01,0.55,right
0.15000000000000002,gauss,0.5,71,0.01,1.0,right
0.15000000000000002,gauss,0.5,71,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,71,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,71,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,71,0.03,0.1,right
0.15000000000000002,gauss,0.5,71,0.03,0.55,right
0.15000000000000002,gauss,0.5,71,0.03,1.0,right
0.15000000000000002,gauss,0.5,72,0.01,0.1,right
0.15000000000000002,gauss,0.5,72,0.01,0.55,right
0.15000000000000002,gauss,0.5,72,0.01,1.0,right
0.15000000000000002,gauss,0.5,72,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,72,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,72,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,72,0.03,0.1,right
0.15000000000000002,gauss,0.5,72,0.03,0.55,right
0.15000000000000002,gauss,0.5,72,0.03,1.0,right
0.15000000000000002,gauss,0.5,73,0.01,0.1,right
0.15000000000000002,gauss,0.5,73,0.01,0.55,right
0.15000000000000002,gauss,0.5,73,0.01,1.0,right
0.15000000000000002,gauss,0.5,73,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,73,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,73,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,73,0.03,0.1,right
0.15000000000000002,gauss,0.5,73,0.03,0.55,right
0.15000000000000002,gauss,0.5,73,0.03,1.0,right
0.15000000000000002,gauss,0.5,74,0.01,0.1,right
0.15000000000000002,gauss,0.5,74,0.01,0.55,right
0.15000000000000002,gauss,0.5,74,0.01,1.0,right
0.15000000000000002,gauss,0.5,74,0.019999999999999997,0.1,right
0.15000000000000002,gauss,0.5,74,0.019999999999999997,0.55,right
0.15000000000000002,gauss,0.5,74,0.019999999999999997,1.0,right
0.15000000000000002,gauss,0.5,74,0.03,0.1,right
0.15000000000000002,gauss,0.5,74,0.03,0.55,right
0.15000000000000002,gauss,0.5,74,0.03,1.0,right
0.15000000000000002,gauss,0.5,106,0.01,0.1,left
0.15000000000000002,gauss,0.5,106,0.01,0.55,left
0.15000000000000002,gauss,0.5,106,0.01,1.0,left
0.15000000000000002,gauss,0.5,106,0.019999999999999997,0.1,left
0.15000000000000002,gauss,0.5,106,0.019999999999999997,0.55,left
0.15000000000000002,gauss,0.5,106,0.019999999999999997,1.0,left
0.15000000000000002,gauss,0.5,106,0.03,0.1,left
0.15000000000000002,gauss,0.5,106,0.03,0.55,left
0.15000000000000002,gauss,0.5,106,0.03,1.0,left
0.15000000000000002,gauss,0.5,107,0.01,0.1,left
0.15000000000000002,gauss,0.5,107,0.01,0.55,left
0.15000000000000002,gauss,0.5,107,0.01,1.0,left
0.15000000000000002,gauss,0.5,107,0.019999999999999997,0.1,left
0.15000000000000002,gauss,0.5,107,0.019999999999999997,0.55,left
0.15000000000000002,gauss,0.5,107,0.019999999999999997,1.0,left
0.15000000000000002,gauss,0.5,107,0.03,0.1,left
0.15000000000000002,gauss,0.5,107,0.03,0.55,left
0.15000000000000002,gauss,0.5,107,0.03,1.0,left
0.15000000000000002,gauss,0.5,108,0.01,0.1,left
0.15000000000000002,gauss,0.5,108,0.01,0.55,left
0.15000000000000002,gauss,0.5,108,0.01,1.0,left
0.15000000000000002,gauss,0.5,108,0.019999999999999997,0.1,left
0.15000000000000002,gauss,0.5,108,0.019999999999999997,0.55,left
0.15000000000000002,gauss,0.5,108,0.019999999999999997,1.0,left
0.15000000000000002,gauss,0.5,108,0.03,0.1,left
0.15000000000000002,gauss,0.5,108,0.03,0.55,left
0.15000000000000002,gauss,0.5,108,0.03,1.0,left
0.15000000000000002,gauss,0.5,109,0.01,0.1,left
0.15000000000000002,gauss,0.5,109,0.01,0.55,left
0.15000000000000002,gauss,0.5,109,0.01,1.0,left
0.15000000000000002,gauss,0.5,109,0.019999999999999997,0.1,left
0.15000000000000002,gauss,0.5,109,0.019999999999999997,0.55,left
0.15000000000000002,gauss,0.5,109,0.019999999999999997,1.0,left
0.15000000000000002,gauss,0.5,109,0.03,0.1,left
0.15000000000000002,gauss,0.5,109,0.03,0.55,left
0.15000000000000002,gauss,0.5,109,0.03,1.0,left
0.15000000000000002,gauss,0.5,110,0.01,0.1,left
